column00,call_no,incident_type,type_description,address,alarm_time,alarms,primary_unit,census_tract,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude,year,totalIncidentsPerType,totalIncidentsperneigh
6100,F190023397,113,"Cooking fire, confined to container","1500 BLOCK SPRING GARDEN AVE, PITTSBURGH PA 15212",3/20/19 0:21,1,231EN32,2412,Spring Garden,1,24,42003241200,1,24,1,24-Jan,40.46421234,-79.98613469,2019,134,2
6103,F190023689,111,Building fire,"500 BLOCK LOWELL ST, PITTSBURGH PA 15206",3/21/19 2:41,1,231EN15,1204,Larimer,9,12,42003120400,2,12,5,12-Mar,40.46222723,-79.91103882,2019,120,4
6105,F190023702,151,"Outside rubbish, trash or waste fire","2700 BLOCK ZEPHYR AVE, PITTSBURGH PA 15204",3/21/19 5:49,1,231EN31,2018,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45302925,-80.04935915,2019,41,10
6106,F190023882,117,"Commercial Compactor fire, confined to rubbish","5000 BLOCK FORBES AVE, PITTSBURGH PA 15213",3/21/19 17:43,1,231EN10,1401,Squirrel Hill North,8,14,42003140100,3,14,4,9-Feb,40.44421298,-79.9433991,2019,1,10
6107,F190023908,113,"Cooking fire, confined to container","5600 BLOCK ELGIN ST, PITTSBURGH PA 15206",3/21/19 20:01,1,231EN08,1102,Highland Park,7,11,42003110200,2,11,5,9-Mar,40.47795697,-79.9232764,2019,134,8
6109,F190024179,111,Building fire,"5500 BLOCK RIPPEY PL, PITTSBURGH PA 15206",3/22/19 19:08,1,231EN08,1114,Garfield,9,11,42003111400,2,11,5,8-Mar,40.46771811,-79.93022203,2019,120,5
6112,F190024255,118,"Trash or rubbish fire, contained","900 BLOCK 2ND AVE, PITTSBURGH PA 15207",3/23/19 5:30,1,231EN04,103,Bluff,6,1,42003010300,6,1,2,4-Feb,40.43507182,-79.99318468,2019,24,12
6114,F190024357,131,Passenger vehicle fire,"1300 BLOCK TRUAX WAY, PITTSBURGH PA 15212",3/23/19 15:29,0,231EN32,2406,Troy Hill,1,24,42003240600,1,24,1,2-Jan,40.45883615,-79.98801016,2019,47,12
6749,F200011697,111,Building fire,"2000 BLOCK PIONEER AVE, PITTSBURGH PA 15226",2/11/20 22:20,1,231EN26,1917,Brookline,4,19,42003191700,5,19,6,26-Apr,40.40270571,-80.01605761,2020,127,18
6115,F190024385,151,"Outside rubbish, trash or waste fire","1900 BLOCK CENTRE AVE, PITTSBURGH PA 15219",3/23/19 16:46,0,231EN04,305,Crawford-Roberts,6,3,42003030500,3,3,2,1-Feb,40.44319182,-79.98090899,2019,41,9
6116,F190024428,111,Building fire,"100 BLOCK MILLBRIDGE ST, PITTSBURGH PA 15210",3/23/19 20:05,1,231EN27,1803,Allentown,3,18,42003180300,5,18,3,21-Apr,40.42175243,-79.99582973,2019,120,6
6117,F190024608,143,Grass fire,"1400 BLOCK SANDUSKY ST, PITTSBURGH PA 15212",3/24/19 15:13,1,231EN38,2206,Central Northside,6,25,42003220600,1,25,1,6-Jan,40.4577152,-80.00512622,2019,9,14
6118,F190024738,111,Building fire,"600 BLOCK MAYVILLE AVE, PITTSBURGH PA 15226",3/25/19 5:52,1,231EN26,1917,Brookline,4,19,42003191700,5,19,6,26-Apr,40.40151508,-80.01446203,2019,120,8
6119,F190024916,114,"Chimney or flue fire, confined to chimney or flue","8600 BLOCK PERSHING ST, PITTSBURGH PA 15235",3/25/19 16:33,1,231EN15,1306,East Hills,9,13,42003130600,2,13,5,17-Mar,40.4607163,-79.8756202,2019,8,9
6120,F190025371,113,"Cooking fire, confined to container","2800 BLOCK SHADY AVE, PITTSBURGH PA 15217",3/27/19 10:30,1,231EN18,1414,Squirrel Hill South,5,14,42003141400,3,14,4,21-Feb,40.42735251,-79.92304799,2019,134,15
6121,F190025379,164,Outside mailbox fire,"4500 BLOCK CORDAY WAY, PITTSBURGH PA 15224",3/27/19 11:03,0,231EN06,903,Bloomfield,7,9,42003090300,2,9,5,6-Mar,40.46350526,-79.95143589,2019,2,11
6122,F190025446,140,"Natural vegetation fire, Other","3300 BLOCK FLEMING AVE, PITTSBURGH PA 15212",3/27/19 15:44,0,231EN35,2703,Brighton Heights,1,27,42003270300,1,27,1,14-Jan,40.47542968,-80.03741287,2019,13,7
6123,F190025448,142,Brush or brush-and-grass mixture fire,"100 BLOCK EADS ST, PITTSBURGH PA 15210",3/27/19 15:50,0,231EN24,1603,Arlington,3,16,42003561600,3,16,3,13-Apr,40.41245126,-79.96841143,2019,25,5
6124,F190025656,131,Passenger vehicle fire,"I279 NB TO HAZLETT RMPP & E, PITTSBURGH PA 15214",3/28/19 10:50,0,231EN38,2609,Northview Heights,6,26,42003260900,1,26,1,13-Jan,40.47464488,-80.00517528,2019,47,4
6125,F190025687,143,Grass fire,"1000 BLOCK PARKVIEW BLVD, PITTSBURGH PA 15217",3/28/19 12:53,0,231EN12,1414,Squirrel Hill South,5,14,42003141400,3,14,4,20-Feb,40.42465763,-79.90992218,2019,9,15
6127,F190025821,142,Brush or brush-and-grass mixture fire,"3300 BLOCK PREBLE AVE, PITTSBURGH PA 15212",3/28/19 20:45,0,231EN35,2704,Marshall-Shadeland,1,27,42003980900,1,27,1,14-Jan,40.47466351,-80.04449112,2019,25,8
6128,F190025844,113,"Cooking fire, confined to container","400 BLOCK GARNER CT, PITTSBURGH PA 15213",3/28/19 23:49,1,231EN10,510,Terrace Village,6,5,42003051000,3,5,2,10-Feb,40.44242622,-79.96998314,2019,134,10
6129,F190026059,131,Passenger vehicle fire,"MOUNT PLEASANT RD & COLBY S, PITTSBURGH PA 15214",3/29/19 15:53,0,231EN38,2609,Northview Heights,1,26,42003261200,1,26,1,15-Jan,40.48304684,-80.00378774,2019,47,4
6130,F190026393,113,"Cooking fire, confined to container","500 BLOCK LOWELL ST, PITTSBURGH PA 15206",3/30/19 21:05,1,231EN15,1204,Larimer,9,12,42003120400,2,12,5,12-Mar,40.46222723,-79.91103882,2019,134,4
6131,F190026791,111,Building fire,"2200 BLOCK LUCINA AVE, PITTSBURGH PA 15210",4/1/19 13:25,1,231EN23,3204,Overbrook,4,32,42003320400,5,32,3,23-Apr,40.38923484,-79.99289084,2019,120,8
6132,F190026822,113,"Cooking fire, confined to container","7100 BLOCK RACE ST, PITTSBURGH PA 15208",4/1/19 15:20,1,231EN17,1302,Homewood North,9,13,42003130200,2,13,5,17-Mar,40.45933422,-79.89793867,2019,134,13
6133,F190026860,113,"Cooking fire, confined to container","1600 BLOCK WESTMORELAND AVE, PITTSBURGH PA 15206",4/1/19 18:01,1,231EN15,1202,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,18-Mar,40.46950687,-79.89214226,2019,134,12
6134,F190027397,142,Brush or brush-and-grass mixture fire,"FORT DUQUESNE BLVD & 7TH ST, PITTSBURGH PA 15219",4/3/19 13:09,0,231EN04,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.44463338,-80.00086726,2019,25,26
6135,F190027416,142,Brush or brush-and-grass mixture fire,"7TH BLOCK ST & FORT DUQUESNE BLVD, PITTSBURGH PA 15222",4/3/19 14:24,0,231EN03,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.44463338,-80.00086726,2019,25,26
6136,F190027468,142,Brush or brush-and-grass mixture fire,"700 BLOCK FORT DUQUESNE BLVD, PITTSBURGH PA 15222",4/3/19 16:34,0,231EN03,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.44462471,-80.00083151,2019,25,26
6137,F190027494,151,"Outside rubbish, trash or waste fire","E NORTH AVE & FEDERAL ST, PITTSBURGH PA 15212",4/3/19 18:09,0,231EN32,2204,Central Northside,1,22,42003562700,1,22,1,21-Jan,40.45545699,-80.00663567,2019,41,14
6139,F190027802,118,"Trash or rubbish fire, contained","DELRAY WAY & LIBERTY AVE, PITTSBURGH PA 15222",4/4/19 19:41,1,231EN03,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.44158665,-80.00312583,2019,24,26
6140,F190028151,150,"Outside rubbish fire, Other","2800 BLOCK BEDFORD AVE, PITTSBURGH PA 15213",4/6/19 1:33,0,231EN10,509,Middle Hill,6,5,42003050100,3,5,2,5-Feb,40.45201116,-79.96942376,2019,32,11
6141,F190028305,142,Brush or brush-and-grass mixture fire,"2ND BLOCK AVE & 10TH STREET BRG, PITTSBURGH PA 15219",4/6/19 15:27,0,2314112,103,Bluff,6,1,42003010300,3,1,2,4-Feb,40.43448837,-79.98982269,2019,25,12
6142,F190028392,111,Building fire,"700 BLOCK COPELAND ST, PITTSBURGH PA 15206",4/6/19 20:53,1,231DEP,703,Shadyside,8,7,42003070300,2,7,4,22-Mar,40.45203062,-79.93551631,2019,120,23
6143,F190028407,111,Building fire,"1600 BLOCK DELLROSE ST, PITTSBURGH PA 15210",4/6/19 22:05,1,231EN22,2901,Carrick,4,29,42003290100,3,29,3,23-Apr,40.4000184,-79.98979316,2019,120,26
6144,F190028448,131,Passenger vehicle fire,"KELLY ST & NEUMAN WAY, PITTSBURGH PA 15208",4/7/19 1:26,0,231EN17,1304,Homewood South,9,13,42003130400,2,13,5,17-Mar,40.45354093,-79.88824796,2019,47,9
6146,F190028509,113,"Cooking fire, confined to container","600 BLOCK CHESTER AVE, PITTSBURGH PA 15214",4/7/19 10:42,1,231EN38,2614,Perry South,6,26,42003261400,1,26,1,12-Jan,40.46594113,-80.01732531,2019,134,9
6147,F190028579,142,Brush or brush-and-grass mixture fire,"1100 BLOCK LOVE ST, PITTSBURGH PA 15218",4/7/19 15:45,0,231EN19,1411,Swisshelm Park,5,14,42003141100,3,14,4,19-Feb,40.41990209,-79.90642558,2019,25,4
6148,F190028616,154,Dumpster or other outside trash receptacle fire,"1900 BLOCK WEBSTER AVE, PITTSBURGH PA 15219",4/7/19 18:17,0,231EN04,305,Crawford-Roberts,6,3,42003030500,3,3,2,1-Feb,40.44514723,-79.98311623,2019,20,9
6149,F190028857,118,"Trash or rubbish fire, contained","200 BLOCK 44TH ST, PITTSBURGH PA 15201",4/8/19 15:17,1,231EN06,902,Central Lawrenceville,7,9,42003090100,2,9,2,3-Mar,40.47144459,-79.9597784,2019,24,6
6150,F190028880,154,Dumpster or other outside trash receptacle fire,"LIBERTY AVE & 17TH ST, PITTSBURGH PA 15222",4/8/19 16:40,0,231EN03,203,Strip District,7,2,42003020300,6,2,2,3-Feb,40.44915947,-79.98539736,2019,20,7
6151,F190028915,142,Brush or brush-and-grass mixture fire,"BOSTON ST & CALIFORNIA AVE, PITTSBURGH PA 15212",4/8/19 19:13,0,231EN35,2715,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan,40.46945474,-80.03578117,2019,25,8
6152,F190029144,150,"Outside rubbish fire, Other","2300 BLOCK BIRTLEY AVE, PITTSBURGH PA 15226",4/9/19 14:33,0,231EN28,1917,Brookline,4,19,42003191700,5,19,6,26-Apr,40.39972711,-80.01788168,2019,32,8
6155,F190029235,143,Grass fire,"BLAIR ST & PATH WAY, PITTSBURGH PA 15207",4/9/19 19:38,0,231EN13,1501,Hazelwood,5,15,42003562900,3,15,4,13-Feb,40.40697844,-79.94662071,2019,9,12
6157,F190029501,151,"Outside rubbish, trash or waste fire","7300 BLOCK MONTICELLO ST, PITTSBURGH PA 15208",4/10/19 18:42,0,231EN17,1302,Homewood North,9,13,42003130200,2,13,5,17-Mar,40.45883755,-79.89325313,2019,41,13
6158,F190029524,151,"Outside rubbish, trash or waste fire","700 BLOCK MCLAIN ST, PITTSBURGH PA 15210",4/10/19 19:49,0,231EN27,1803,Allentown,3,18,42003180300,5,18,3,5-Apr,40.42421091,-79.9958385,2019,41,6
6160,F190029668,151,"Outside rubbish, trash or waste fire","300 BLOCK MATHEWS AVE, PITTSBURGH PA 15212",4/11/19 9:49,0,231EN23,3001,Knoxville,3,30,42003300100,5,30,3,7-Apr,40.41309748,-79.99306349,2019,41,16
6161,F190029673,111,Building fire,"4500 BLOCK HATFIELD ST, PITTSBURGH PA 15224",4/11/19 10:08,1,231EN07,901,Central Lawrenceville,7,9,42003090100,2,9,2,3-Mar,40.47410424,-79.9619707,2019,120,6
6162,F190029792,113,"Cooking fire, confined to container","4300 BLOCK MCCASLIN ST, PITTSBURGH PA 15207",4/11/19 17:55,1,231EN12,1517,Greenfield,5,15,42003151700,3,15,4,12-Feb,40.42125651,-79.93725673,2019,134,8
6163,F190029808,118,"Trash or rubbish fire, contained","300 BLOCK 3RD AVE, PITTSBURGH PA 15219",4/11/19 18:34,1,231EN04,201,Central Business District,6,1,42003020100,6,1,2,4-Jan,40.43886613,-80.00161356,2019,24,26
6164,F190029827,151,"Outside rubbish, trash or waste fire","00 BLOCK S 22ND ST, PITTSBURGH PA 15203",4/11/19 19:38,0,231EN24,1609,South Side Flats,3,16,42003170200,3,16,3,24-Apr,40.43101261,-79.97437765,2019,41,16
6166,F190029952,162,Outside equipment fire,"1600 BLOCK SMALLMAN ST, PITTSBURGH PA 15222",4/12/19 10:04,1,231EN03,203,Strip District,7,2,42003020300,6,2,2,3-Feb,40.44957416,-79.98765,2019,4,7
6168,F190030286,118,"Trash or rubbish fire, contained","500 BLOCK S AIKEN AVE, PITTSBURGH PA 15232",4/13/19 13:11,1,231EN08,709,Shadyside,8,7,42003070900,2,7,4,1-Mar,40.45568922,-79.9386684,2019,24,23
6169,F190030304,142,Brush or brush-and-grass mixture fire,"2000 BLOCK PERRYSVILLE AVE, PITTSBURGH PA 15212",4/13/19 14:29,0,231EN37,2614,Perry South,6,25,42003261400,1,25,1,10-Jan,40.46355424,-80.01295312,2019,25,9
6170,F190030395,142,Brush or brush-and-grass mixture fire,"2800 BLOCK ARLINGTON AVE, PITTSBURGH PA 15210",4/13/19 20:45,1,231EN22,1608,Arlington,3,16,42003561600,3,16,3,22-Apr,40.41729644,-79.96926808,2019,25,5
6171,F190030445,111,Building fire,"5100 BLOCK BROAD ST, PITTSBURGH PA 15206",4/14/19 0:36,1,231EN08,1017,Garfield,9,10,42003101700,2,10,5,4-Mar,40.46645984,-79.94249346,2019,120,5
6172,F190030525,111,Building fire,"5300 BLOCK BROWN WAY, PITTSBURGH PA 15224",4/14/19 9:51,2,2314114,1017,Garfield,9,10,42003101700,2,10,5,4-Mar,40.46697396,-79.93792587,2019,120,5
6173,F190030555,131,Passenger vehicle fire,"JONCAIRE ST & BOUNDARY ST, PITTSBURGH PA 15213",4/14/19 12:09,0,231EN10,405,Central Oakland,5,14,42003040500,3,14,4,11-Feb,40.44041624,-79.95014789,2019,47,5
6175,F190031001,131,Passenger vehicle fire,"BEDFORD AVE & SOMERS DR, PITTSBURGH PA 15219",4/16/19 3:46,0,231EN10,509,Bedford Dwellings,6,5,42003050100,3,5,2,5-Feb,40.44896872,-79.97660929,2019,47,1
6181,F190031896,113,"Cooking fire, confined to container","6300 BLOCK WALNUT ST, PITTSBURGH PA 15206",4/19/19 4:16,1,231EN08,708,Shadyside,8,7,42003070600,2,7,4,11-Mar,40.45587861,-79.92251377,2019,134,23
6182,F190032013,111,Building fire,"500 BLOCK ARMANDALE ST, PITTSBURGH PA 15212",4/19/19 15:01,1,231EN37,2503,Central Northside,6,25,42003250300,1,25,1,21-Jan,40.45855453,-80.01272955,2019,120,14
6183,F190032165,111,Building fire,"6800 BLOCK KELLY ST, PITTSBURGH PA 15208",4/20/19 5:12,1,231EN17,1207,Homewood West,9,12,42003120700,2,12,5,17-Mar,40.45746805,-79.90618057,2019,120,3
6184,F190032534,111,Building fire,"00 BLOCK OAKLAND SQ, PITTSBURGH PA 15213",4/21/19 17:53,1,231EN04,406,Central Oakland,3,4,42003040600,3,4,4,11-Feb,40.43715772,-79.952357,2019,120,5
6188,F190033222,111,Building fire,"1800 BLOCK BEAVER AVE, PITTSBURGH PA 15233",4/24/19 0:40,1,231EN37,2108,Spring Hill-City View,1,24,42003262000,1,24,1,11-Jan,40.46474045,-79.98817631,2019,120,7
6189,F190033496,151,"Outside rubbish, trash or waste fire","2600 BLOCK KINGWOOD ST, PITTSBURGH PA 15226",4/24/19 20:50,0,231EN26,3207,Overbrook,4,32,42003320700,5,32,3,25-Apr,40.37996672,-79.99974094,2019,41,8
6190,F190033605,113,"Cooking fire, confined to container","800 BLOCK RIDGE AVE, PITTSBURGH PA 15212",4/25/19 9:47,1,231EN37,2201,Allegheny West,1,22,42003562700,1,22,1,7-Jan,40.45060421,-80.01345607,2019,134,3
6191,F190033678,150,"Outside rubbish fire, Other","800 BLOCK LOVITT WAY, PITTSBURGH PA 15212",4/25/19 14:24,0,231TK32,2304,East Allegheny,1,23,42003563200,1,23,1,5-Jan,40.45619025,-79.99745297,2019,32,7
6192,F190033730,131,Passenger vehicle fire,"4200 BLOCK MURRAY AVE, PITTSBURGH PA 15207",4/25/19 18:51,0,231EN12,1517,Greenfield,5,15,42003151700,3,15,4,15-Feb,40.42318969,-79.92867392,2019,47,8
6195,F190034281,111,Building fire,"3300 BLOCK IOWA ST, PITTSBURGH PA 15219",4/27/19 17:33,1,231EN10,506,Upper Hill,6,5,42003050600,3,5,2,22-Feb,40.45145075,-79.95694304,2019,120,2
6196,F190034507,154,Dumpster or other outside trash receptacle fire,"00 BLOCK WOESSNER AVE, PITTSBURGH PA 15212",4/28/19 15:08,0,231EN32,2620,Spring Hill-City View,1,24,42003262000,1,24,1,24-Jan,40.46546922,-79.99236204,2019,20,7
6197,F190034566,154,Dumpster or other outside trash receptacle fire,"300 BLOCK N TAYLOR AVE, PITTSBURGH PA 15212",4/28/19 21:17,0,231EN37,2206,Central Northside,1,22,42003220600,1,22,1,21-Jan,40.45685438,-80.01027055,2019,20,14
6201,F190034803,113,"Cooking fire, confined to container","800 BLOCK KENNEBEC ST, PITTSBURGH PA 15207",4/29/19 17:12,1,231EN13,1517,Greenfield,5,15,42003151700,3,15,4,15-Feb,40.42555478,-79.9355412,2019,134,8
6202,F190034860,113,"Cooking fire, confined to container","900 BLOCK KIRSOPP AVE, PITTSBURGH PA 15220",4/29/19 22:11,0,231EN28,2023,Banksville,2,20,42003202300,5,20,6,9-Apr,40.41147038,-80.04109387,2019,134,3
6204,F190035060,151,"Outside rubbish, trash or waste fire","WAVERLY ST & EAST END AVE, PITTSBURGH PA 15220",4/30/19 15:23,0,231EN17,1406,Point Breeze,9,14,42003140600,3,14,4,14-Mar,40.44424909,-79.89495623,2019,41,5
6205,F190035076,111,Building fire,"1900 BLOCK MOUNT JOSEPH ST, PITTSBURGH PA 15210",4/30/19 16:23,1,231EN23,2901,Carrick,4,29,42003290100,3,29,3,23-Apr,40.39537938,-79.98972486,2019,120,26
6206,F190035084,151,"Outside rubbish, trash or waste fire","GELSTON ST & HERSCHEL ST, PITTSBURGH PA 15204",4/30/19 16:52,0,231EN31,2020,Elliott,2,20,42003562600,5,20,6,17-Jan,40.44147326,-80.04440551,2019,41,6
6208,F190035555,154,Dumpster or other outside trash receptacle fire,"BROOKLINE BLVD & PIONEER AV, PITTSBURGH PA 15226",5/2/19 2:31,0,231EN26,1919,Brookline,4,19,42003191900,5,19,6,26-Apr,40.39623783,-80.02366496,2019,20,8
6209,F190035739,111,Building fire,"3100 BLOCK SACRAMENTO AVE, PITTSBURGH PA 15204",5/2/19 14:53,1,231EN31,2018,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45877557,-80.05118795,2019,120,10
6211,F190035850,131,Passenger vehicle fire,"4100 BLOCK BUTLER ST, PITTSBURGH PA 15206",5/2/19 21:12,0,231EN07,902,Central Lawrenceville,7,9,42003090200,2,9,2,3-Mar,40.46941081,-79.96108019,2019,47,6
6212,F190035951,113,"Cooking fire, confined to container","2200 BLOCK BERNARD ST, PITTSBURGH PA 15226",5/3/19 8:56,1,231EN22,3207,Overbrook,4,32,42003320700,5,32,3,25-Apr,40.38655806,-80.00562036,2019,134,8
6213,F190036084,114,"Chimney or flue fire, confined to chimney or flue","400 BLOCK JUCUNDA ST, PITTSBURGH PA 15210",5/3/19 15:47,1,231EN27,3001,Knoxville,3,30,42003300100,5,30,3,21-Apr,40.41704163,-79.9953135,2019,8,16
6214,F190036358,111,Building fire,"1500 BLOCK ROCKLAND AVE, PITTSBURGH PA 15216",5/4/19 17:53,1,231EN28,1916,Beechview,4,19,42003191600,5,19,6,28-Apr,40.41203819,-80.02036781,2019,120,11
6216,F190037258,113,"Cooking fire, confined to container","00 BLOCK SYLVANIA AVE, PITTSBURGH PA 15210",5/7/19 18:42,1,231EN26,1809,Beltzhoover,3,18,42003562400,5,18,3,16-Apr,40.41607764,-80.0097552,2019,134,4
6217,F190038317,113,"Cooking fire, confined to container","2400 BLOCK SARAH ST, PITTSBURGH PA 15203",5/11/19 4:17,1,231EN24,1609,South Side Flats,3,16,42003160900,3,16,3,24-Apr,40.42727625,-79.97139815,2019,134,16
6219,F190038203,114,"Chimney or flue fire, confined to chimney or flue","2900 BLOCK BROWNSVILLE RD, PITTSBURGH PA 15210",5/10/19 18:33,1,231EN23,2904,Carrick,4,29,42003290400,3,29,3,23-Apr,40.38236474,-79.97693803,2019,8,26
6220,F190038998,131,Passenger vehicle fire,"00 BLOCK BIGELOW SQ, PITTSBURGH PA 15219",5/13/19 16:57,0,231EN04,201,Central Business District,6,2,42003020100,6,2,2,4-Feb,40.4408367,-79.99443219,2019,47,26
6221,F190039337,113,"Cooking fire, confined to container","2000 BLOCK E CARSON ST, PITTSBURGH PA 15203",5/14/19 20:37,1,231EN24,1702,South Side Flats,3,17,42003170200,3,17,3,24-Apr,40.42831819,-79.9775108,2019,134,16
6224,F190039395,130,"Mobile property (vehicle) fire, Other","STANTON AVE & MORNINGSIDE A, PITTSBURGH PA 15206",5/15/19 6:23,0,231EN07,1018,Stanton Heights,7,11,42003101800,2,11,5,7-Mar,40.47522542,-79.93191939,2019,10,5
6225,F190040037,123,"Fire in portable building, fixed location","500 BLOCK MARTINDALE ST, PITTSBURGH PA 15212",5/17/19 0:46,0,231EN37,2205,North Shore,1,22,42003981200,1,22,1,7-Jan,40.44933335,-80.00821572,2019,1,4
6229,F190040788,142,Brush or brush-and-grass mixture fire,"2300 BLOCK MURRAY AVE, PITTSBURGH PA 15217",5/19/19 16:15,0,231EN18,1408,Squirrel Hill South,5,14,42003141300,3,14,4,21-Feb,40.43051245,-79.92340703,2019,25,15
6232,F190040190,111,Building fire,"7200 BLOCK IDLEWILD ST, PITTSBURGH PA 15208",5/17/19 13:41,1,231EN17,1302,Homewood North,9,13,42003130200,2,13,5,17-Mar,40.45816542,-79.89596827,2019,120,13
6233,F190041119,111,Building fire,"400 BLOCK ANTENOR AVE, PITTSBURGH PA 15210",5/20/19 17:18,1,231EN23,3204,Carrick,4,29,42003290400,3,29,3,23-Apr,40.38547508,-79.98934343,2019,120,26
6234,F190041163,113,"Cooking fire, confined to container","5200 BLOCK CORAL ST, PITTSBURGH PA 15206",5/20/19 21:21,1,231EN06,806,Bloomfield,7,8,42003080900,2,8,5,23-Mar,40.46392889,-79.94009708,2019,134,11
6235,F190041409,154,Dumpster or other outside trash receptacle fire,"400 BLOCK KIRKPATRICK ST, PITTSBURGH PA 15219",5/21/19 17:22,0,231EN10,501,Middle Hill,6,5,42003050100,3,5,2,1-Feb,40.44447349,-79.97562668,2019,20,11
6236,F190043615,118,"Trash or rubbish fire, contained","200 BLOCK N SHORE DR, PITTSBURGH PA 15212",5/29/19 5:43,1,231EN37,2205,Central Northside,1,22,42003220600,1,22,1,21-Jan,40.45523229,-80.00888084,2019,24,14
6237,F190044220,131,Passenger vehicle fire,"1300 BLOCK JAMES ST, PITTSBURGH PA 15212",5/30/19 10:40,1,231EN37,2206,East Allegheny,1,23,42003563200,1,23,1,6-Jan,40.45750621,-80.00174472,2019,47,7
6238,F190044433,113,"Cooking fire, confined to container","600 BLOCK PRESSLEY ST, PITTSBURGH PA 15212",5/30/19 23:15,1,231EN32,2304,East Allegheny,1,23,42003563200,1,23,1,20-Jan,40.45221882,-79.99867967,2019,134,7
6239,F190044523,151,"Outside rubbish, trash or waste fire","PARKFIELD ST & DARTMORE ST, PITTSBURGH PA 15210",5/31/19 8:51,0,231EN23,3204,Carrick,4,32,42003320400,3,32,3,23-Apr,40.39445305,-79.99630113,2019,41,26
6240,F190044530,151,"Outside rubbish, trash or waste fire","DARTMORE ST & PARKFIELD ST, PITTSBURGH PA 15210",5/31/19 9:11,0,231EN23,3204,Carrick,4,32,42003320400,3,32,3,23-Apr,40.39445305,-79.99630113,2019,41,26
6241,F190044657,113,"Cooking fire, confined to container","5600 BLOCK HOBART ST, PITTSBURGH PA 15217",5/31/19 16:44,1,231BAT2,1413,Squirrel Hill South,5,14,42003141300,3,14,4,21-Feb,40.43238282,-79.92520137,2019,134,15
6243,F190044988,154,Dumpster or other outside trash receptacle fire,"1400 BLOCK PENN AVE, PITTSBURGH PA 15219",6/1/19 21:18,0,231EN03,203,Strip District,7,2,42003020300,6,2,2,3-Feb,40.44751425,-79.98906536,2019,20,7
6244,F190045049,113,"Cooking fire, confined to container","2200 BLOCK BENTLEY DR, PITTSBURGH PA 15213",6/2/19 3:23,1,231EN10,510,Terrace Village,6,4,42003051000,3,4,2,10-Feb,40.44011033,-79.97026261,2019,134,10
6245,F190045069,131,Passenger vehicle fire,"OAKWOOD ST & TIOGA ST, PITTSBURGH PA 15220",6/2/19 5:38,0,231EN17,1304,Homewood South,9,13,42003130400,2,13,5,17-Mar,40.44915243,-79.88409053,2019,47,9
6246,F190045199,111,Building fire,"3300 BLOCK FORBES AVE, PITTSBURGH PA 15213",6/2/19 15:08,3,231EN10,409,South Oakland,3,4,42003040900,3,4,4,14-Feb,40.43712946,-79.96308127,2019,120,4
6247,F190045223,113,"Cooking fire, confined to container","5500 BLOCK HAYS ST, PITTSBURGH PA 15208",6/2/19 16:53,1,231EN08,1113,East Liberty,9,11,42003111300,2,11,5,8-Mar,40.47044878,-79.92959807,2019,134,16
